Name;Class;Vertices;Faces;;Min X;Min Y;Min Z;Max X;Max Y;Max Z; ;Range X;Range Y;Range Z
m1731;m1731;1974;4084;;0,025;0,025;0,025;0,975;0,935516;0,136363;;0,95;0,910516;0,111363
m1730;m1730;336;564;;0,025;0,025;0,025;0,691337;0,975;0,190569;;0,666337;0,95;0,165569
m1729;m1729;336;564;;0,025;0,025;0,025;0,691337;0,975;0,190569;;0,666337;0,95;0,165569
m1728;m1728;2018;3790;;0,025;0,025;0,025;0,975;0,972989;0,11953;;0,95;0,947989;0,09453
m1727;m1727;3724;7332;;0,025;0,025;0,025;0,756079;0,975;0,121945;;0,731079;0,95;0,096945
m1726;m1726;128;183;;0,025;0,025;0,025;0,950965;0,975;0,15807;;0,925965;0,95;0,13307
m1725;m1725;3232;6406;;0,025;0,025;0,025;0,975;0,953723;0,210779;;0,95;0,928723;0,185779
m1724;m1724;124;252;;0,025;0,025;0,025;0,61576;0,975;0,104125;;0,5907601;0,95;0,079125
m1723;m1723;128;252;;0,025;0,025;0,025;0,857435;0,975;0,104125;;0,832435;0,95;0,079125
m1722;m1722;1336;2620;;0,025;0,025;0,025;0,609224;0,975;0,214508;;0,584224;0,95;0,189508
m1721;m1721;716;1446;;0,025;0,025;0,025;0,566616;0,975;0,125402;;0,541616;0,95;0,100402
m1720;m1720;716;1328;;0,025;0,025;0,025;0,547013;0,975;0,119732;;0,522013;0,95;0,094732
m1719;m1719;88;98;;0,025;0,025;0,025;0,475837;0,975;0,09054;;0,450837;0,95;0,06554
m1718;m1718;2695;4338;;0,025;0,025;0,025;0,476846;0,975;0,120993;;0,451846;0,95;0,095993
m1717;m1717;858;1617;;0,025;0,025;0,025;0,521695;0,975;0,115777;;0,496695;0,95;0,090777
m1716;m1716;2447;4410;;0,025;0,025;0,025;0,48635;0,975;0,135169;;0,46135;0,95;0,110169
m1715;m1715;676;1314;;0,025;0,025;0,025;0,188867;0,975;0,503665;;0,163867;0,95;0,478665
m1714;m1714;871;1772;;0,025;0,025;0,025;0,485632;0,975;0,0670163;;0,460632;0,95;0,04201631
m1713;m1713;6044;11464;;0,025;0,025;0,025;0,43396;0,975;0,0854325;;0,40896;0,95;0,0604325
m1712;m1712;1724;3468;;0,025;0,025;0,025;0,476732;0,975;0,089167;;0,451732;0,95;0,064167
m29;m29;2972;5878;;0,025;0,025;0,025;0,346738;0,914682;0,975;;0,321738;0,889682;0,95
m28;m28;6076;11660;;0,025;0,025;0,025;0,468681;0,578224;0,975;;0,443681;0,553224;0,95
m27;m27;341;1024;;0,025;0,025;0,025;0,925179;0,906447;0,975;;0,900179;0,881447;0,95
m26;m26;5266;10274;;0,025;0,025;0,025;0,845772;0,424813;0,975;;0,8207721;0,399813;0,95
m25;m25;1249;2494;;0,025;0,025;0,025;0,817473;0,502402;0,975;;0,792473;0,477402;0,95
m24;m24;163;284;;0,025;0,025;0,025;0,975;0,42875;0,85625;;0,95;0,40375;0,83125
m23;m23;462;878;;0,025;0,025;0,025;0,475631;0,425936;0,975;;0,450631;0,400936;0,95
m22;m22;333;620;;0,025;0,025;0,025;0,975;0,42875;0,684062;;0,95;0,40375;0,659062
m21;m21;346;556;;0,025;0,025;0,025;0,975;0,524133;0,828255;;0,95;0,499133;0,803255
m20;m20;1624;3042;;0,025;0,025;0,025;0,975;0,418756;0,928792;;0,95;0,393756;0,903792
m2;m2;3495;6667;;0,025;0,025;0,025;0,61683;0,515443;0,975;;0,59183;0,490443;0,95
m19;m19;3339;5490;;0,025;0,025;0,025;0,975;0,346508;0,635714;;0,95;0,321508;0,610714
m18;m18;4250;8324;;0,025;0,025;0,025;0,975;0,423912;0,786683;;0,95;0,398912;0,761683
m17;m17;1548;3000;;0,025;0,025;0,025;0,975;0,293822;0,654721;;0,95;0,268822;0,629721
m16;m16;2666;5162;;0,025;0,025;0,025;0,975;0,270136;0,718665;;0,95;0,245136;0,693665
m15;m15;368;724;;0,025;0,025;0,025;0,975;0,416924;0,503842;;0,95;0,391924;0,478842
160;Table;10082;20160;;-0,845246;-0,761702;-0,222755;0,254859;0,781024;0,235357;;1,100105;1,542726;0,458112
159;Table;13930;27856;;-0,668285;-0,75246;-0,558866;0,671536;0,747991;0,090932;;1,339821;1,500451;0,649798
158;Table;14587;29170;;-0,646266;-0,797093;-0,685237;0,645923;0,16525;0,684363;;1,292189;0,962343;1,3696
157;Table;13883;27762;;-0,968674;-0,665926;-0,975786;0,967688;0,119652;0,971857;;1,936362;0,785578;1,947643
156;Table;10100;20196;;-0,831833;-0,602398;-0,719372;0,840432;0,069116;0,723529;;1,672265;0,671514;1,442901
m635;m635;13705;25330;;0,025;0,025;0,025;0,308226;0,110363;0,975;;0,283226;0,085363;0,95
m634;m634;1372;2253;;0,025;0,025;0,025;0,975;0,0798252;0,327198;;0,95;0,0548252;0,302198
m633;m633;524;1728;;0,0603453;0,0574414;0,025;0,483885;0,975;0,0857617;;0,4235397;0,9175586;0,06076171
m632;m632;1033;1934;;0,025;0,025;0,025;0,36349;0,975;0,110594;;0,33849;0,95;0,085594
m631;m631;47076;93412;;0,025;0,025;0,025;0,975;0,335657;0,14798;;0,95;0,310657;0,12298
m630;m630;4694;9011;;0,025;0,025;0,025;0,397421;0,975;0,118722;;0,372421;0,95;0,093722
m629;m629;8225;16090;;0,025;0,025;0,025;0,975;0,300208;0,0618967;;0,95;0,275208;0,0368967
m628;m628;10314;20186;;0,025;0,025;0,025;0,975;0,290442;0,0752997;;0,95;0,265442;0,0502997
m627;m627;7445;13529;;0,025;0,025;0,025;0,356581;0,975;0,0912908;;0,331581;0,95;0,0662908
m626;m626;4500;8660;;0,025;0,025;0,025;0,975;0,640331;0,0845778;;0,95;0,615331;0,0595778
m625;m625;3655;7019;;0,025;0,025;0,025;0,975;0,35284;0,0983692;;0,95;0,32784;0,0733692
m624;m624;46;76;;0,025;0,025;0,025;0,171154;0,975;0,368539;;0,146154;0,95;0,343539
m623;m623;78;120;;0,025;0,025;0,025;0,284805;0,975;0,249998;;0,259805;0,95;0,224998
m622;m622;54;88;;0,025;0,025;0,025;0,0992186;0,975;0,20127;;0,0742186;0,95;0,17627
m621;m621;778;1528;;0,025;0,025;0,025;0,144523;0,975;0,144523;;0,119523;0,95;0,119523
m620;m620;5584;11058;;0,025;0,025;0,025;0,124357;0,975;0,116258;;0,099357;0,95;0,091258
m603;m603;166;328;;0,025;0,025;0,025;0,583322;0,846549;0,975;;0,558322;0,821549;0,95
m602;m602;5391;10766;;0,025;0,025;0,025;0,427609;0,975;0,59325;;0,402609;0,95;0,56825
m601;m601;9570;16036;;0,025;0,025;0,025;0,975;0,934922;0,956235;;0,95;0,909922;0,931235
m600;m600;30546;59640;;0,025;0,025;0,025;0,491873;0,766707;0,975;;0,466873;0,741707;0,95
m599;m599;2407;4500;;0,025;0,025;0,025;0,394633;0,975;0,543276;;0,369633;0,95;0,518276
m598;m598;727;1148;;0,025;0,025;0,025;0,688575;0,474289;0,975;;0,6635751;0,449289;0,95
m597;m597;340;660;;0,025;0,025;0,025;0,938462;0,975;0,893754;;0,913462;0,95;0,868754
m596;m596;128;224;;0,025;0,025;0,025;0,590476;0,975;0,590476;;0,565476;0,95;0,565476
m595;m595;19092;38141;;0,025;0,025;0,025;0,738049;0,975;0,738048;;0,713049;0,95;0,713048
m594;m594;3469;9070;;0,025;0,025;0,025;0,47026;0,975;0,47026;;0,44526;0,95;0,44526
m593;m593;686;1352;;0,025;0,025;0,025;0,608854;0,975;0,638542;;0,583854;0,95;0,613542
m592;m592;1928;3720;;0,025;0,025;0,025;0,566827;0,975;0,55761;;0,541827;0,95;0,53261
m591;m591;3185;6381;;0,025;0,025;0,025;0,538759;0,975;0,565938;;0,513759;0,95;0,540938
m590;m590;4461;8024;;0,025;0,025;0,025;0,453444;0,975;0,338917;;0,428444;0,95;0,313917
m589;m589;2354;4046;;0,025;0,025;0,025;0,478463;0,975;0,654105;;0,453463;0,95;0,629105
m588;m588;3353;6599;;0,025;0,025;0,025;0,739038;0,975;0,725741;;0,714038;0,95;0,7007411
m587;m587;4129;8240;;0,025;0,025;0,025;0,743971;0,975;0,744031;;0,718971;0,95;0,719031
m586;m586;696;1372;;0,025;0,025;0,025;0,839447;0,340439;0,975;;0,814447;0,315439;0,95
m585;m585;1714;3416;;0,025;0,025;0,025;0,921417;0,30794;0,975;;0,896417;0,28294;0,95
m584;m584;2100;4100;;0,025;0,025;0,025;0,975;0,309999;0,953448;;0,95;0,284999;0,928448
m583;m583;432;840;;0,025;0,025;0,025;0,975;0,854915;0,423188;;0,95;0,829915;0,398188
m582;m582;196;848;;0,025;0,025;0,025;0,975;0,312275;0,960613;;0,95;0,287275;0,935613
m581;m581;220;868;;0,025;0,025;0,025;0,975;0,268712;0,880277;;0,95;0,243712;0,855277
m580;m580;2198;4155;;0,025;0,025;0,025;0,971418;0,975;0,840856;;0,946418;0,95;0,815856
m579;m579;384;576;;0,025;0,025;0,025;0,757037;0,175486;0,975;;0,732037;0,150486;0,95
m578;m578;716;1010;;0,025;0,025;0,025;0,975;0,331379;0,455626;;0,95;0,306379;0,430626
m577;m577;172;118;;0,025;0,025;0,025;0,975;0,249022;0,588152;;0,95;0,224022;0,563152
m576;m576;234;154;;0,025;0,025;0,025;0,975;0,18208;0,418678;;0,95;0,15708;0,393678
m575;m575;192;130;;0,025;0,025;0,025;0,975;0,234949;0,540129;;0,95;0,209949;0,515129
m574;m574;112;82;;0,025;0,025;0,025;0,938336;0,409105;0,975;;0,913336;0,384105;0,95
m573;m573;1247;2472;;0,025;0,025;0,025;0,317308;0,975;0,147404;;0,292308;0,95;0,122404
315;Bust;25768;51532;;-0,530406;-0,865507;-0,681001;0,61504;0,718204;0,694789;;1,145446;1,583711;1,37579
314;Bust;26437;52870;;-0,736188;-0,578504;-0,398961;0,731317;0,992582;0,411304;;1,467505;1,571086;0,810265
313;Bust;10852;21700;;-0,600833;-0,88162;-0,644978;0,733413;0,79335;0,70034;;1,334246;1,67497;1,345318
312;Bust;26985;53966;;-0,720048;-0,71213;-0,593811;0,932582;0,782271;0,53192;;1,65263;1,494401;1,125731
311;Bust;25230;50456;;-0,573191;-0,789055;-0,681581;0,506864;0,985292;0,621898;;1,080055;1,774347;1,303479
310;Bust;8263;16522;;-0,998695;-0,921899;-0,628841;0,843467;0,924618;0,655525;;1,842162;1,846517;1,284366
309;Bust;5197;10390;;-0,558342;-0,572663;-0,875816;0,577043;0,577494;0,535348;;1,135385;1,150157;1,411164
308;Bust;23976;47948;;-0,956582;-0,9225;-0,770538;0,767926;0,918834;0,753754;;1,724508;1,841334;1,524292
307;Bust;27439;54874;;-0,912588;-0,851247;-0,838986;0,901272;0,812482;0,865703;;1,81386;1,663729;1,704689
306;Bust;26798;53592;;-0,555583;-0,682752;-0,508109;0,690609;0,99804;0,504535;;1,246192;1,680792;1,012644
305;Bust;27824;55644;;-0,768354;-0,904408;-0,660783;0,84122;0,80999;0,572598;;1,609574;1,714398;1,233381
304;Bust;25467;50930;;-0,957968;-0,531792;-0,371623;0,975228;0,507017;0,398172;;1,933196;1,038809;0,769795
303;Bust;15516;31028;;-0,673445;-0,804114;-0,538;0,492645;0,542163;0,433348;;1,16609;1,346277;0,971348
302;Bust;25125;50246;;-0,702436;-0,764881;-0,507199;0,700089;0,9798;0,498003;;1,402525;1,744681;1,005202
301;Bust;9252;18500;;-0,50411;-0,943762;-0,42413;0,469789;0,941315;0,414572;;0,973899;1,885077;0,838702
260;Bird;2497;4990;;-0,487526;-0,451159;-0,661174;0,450508;0,659252;0,661503;;0,938034;1,110411;1,322677
243;Bird;3158;6312;;-0,994221;-0,251224;-0,283915;0,998279;0,260431;0,279869;;1,9925;0,511655;0,563784
242;Bird;7849;15694;;-0,908609;-0,375195;-0,661338;0,909242;0,427749;0,637271;;1,817851;0,802944;1,298609
241;Bird;3478;6952;;-0,817241;-0,19001;-0,991542;0,572893;0,096359;0,996323;;1,390134;0,286369;1,987865
360;Bearing;2200;4396;;-0,019954;-0,018536;0,808332;0,018022;0,019193;0,999886;;0,037976;0,037729;0,191554
359;Bearing;14956;29924;;-0,476469;-0,250227;-0,474857;0,475753;0,999094;0,477366;;0,952222;1,249321;0,952223
358;Bearing;14127;28266;;-0,47443;-0,999126;-0,473974;0,474808;0,246267;0,475264;;0,949238;1,245393;0,949238
357;Bearing;14872;29764;;-0,988626;-0,06511;-0,132705;0,98104;0,065125;0,135563;;1,969666;0,130235;0,268268
356;Bearing;14992;29980;;-0,124505;-0,994273;-0,123108;0,124144;0,994918;0,125541;;0,248649;1,989191;0,248649
355;Bearing;14994;29984;;-0,124472;-0,994143;-0,123083;0,12416;0,994918;0,125549;;0,248632;1,989061;0,248632
354;Bearing;2910;5816;;-0,172872;-0,222799;-0,172553;0,172716;0,995455;0,172466;;0,345588;1,218254;0,345019
353;Bearing;1512;3020;;-0,826823;-0,190733;-0,190732;0,998541;0,191648;0,191649;;1,825364;0,382381;0,382381
352;Bearing;10400;20796;;-0,233216;-0,231485;-0,99319;0,232391;0,231397;0,636527;;0,465607;0,462882;1,629717
351;Bearing;5192;10380;;-0,261503;-0,261587;-0,991175;0,261133;0,263057;0,850596;;0,522636;0,524644;1,841771
350;Bearing;8759;17514;;-0,141916;-0,141449;-0,856961;0,143134;0,143601;0,997773;;0,28505;0,28505;1,854734
349;Bearing;2568;5132;;-0,145886;-0,996599;-0,145886;0,124;0,75802;0,124;;0,269886;1,754619;0,269886
m368;m368;2991;5728;;0,025;0,025;0,025;0,710689;0,975;0,91419;;0,685689;0,95;0,88919
m367;m367;977;1852;;0,025;0,025;0,025;0,603323;0,975;0,630986;;0,578323;0,95;0,605986
m366;m366;3009;5951;;0,025;0,26627;0,025;0,465963;0,975;0,474444;;0,440963;0,70873;0,449444
m365;m365;17666;35328;;0,025;0,025;0,025;0,823412;0,975;0,685598;;0,798412;0,95;0,660598
m364;m364;263;465;;0,025;0,025;0,025;0,671742;0,975;0,911965;;0,646742;0,95;0,886965
m1643;m1643;1800;3544;;0,025;0,025;0,025;0,210575;0,975;0,170081;;0,185575;0,95;0,145081
m1642;m1642;238;360;;0,025;0,025;0,025;0,551308;0,22101;0,975;;0,526308;0,19601;0,95
m1641;m1641;1256;2500;;0,025;0,025;0,025;0,558568;0,975;0,771103;;0,533568;0,95;0,746103
m1640;m1640;1002;2000;;0,025;0,025;0,025;0,727928;0,704653;0,975;;0,702928;0,679653;0,95
m1639;m1639;2029;4000;;0,025;0,025;0,025;0,664693;0,975;0,892742;;0,639693;0,95;0,867742
m1434;m1434;600;1077;;0,025;0,025;0,025;0,47232;0,276558;0,975;;0,44732;0,251558;0,95
m1433;m1433;926;1227;;0,025;0,025;0,025;0,975;0,313262;0,195429;;0,95;0,288262;0,170429
m1432;m1432;573;822;;0,025;0,025;0,025;0,975;0,262155;0,119449;;0,95;0,237155;0,094449
m1431;m1431;674;960;;0,025;0,025;0,025;0,975;0,318517;0,176693;;0,95;0,293517;0,151693
m1430;m1430;774;1032;;0,025;0,025;0,025;0,975;0,367111;0,138905;;0,95;0,342111;0,113905
m1429;m1429;749;1039;;0,025;0,025;0,025;0,975;0,301662;0,13238;;0,95;0,276662;0,10738
m1428;m1428;817;1083;;0,025;0,025;0,025;0,975;0,239868;0,14634;;0,95;0,214868;0,12134
m1427;m1427;757;1084;;0,025;0,025;0,025;0,975;0,219739;0,1816;;0,95;0,194739;0,1566
m1426;m1426;27275;53728;;0,025;0,025;0,025;0,480347;0,390943;0,975;;0,455347;0,365943;0,95
m1425;m1425;6350;12533;;0,025;0,025;0,025;0,342396;0,249532;0,975;;0,317396;0,224532;0,95
m1424;m1424;760;1244;;0,025;0,025;0,025;0,975;0,299977;0,612726;;0,95;0,274977;0,587726
m1423;m1423;15183;13902;;0,025;0,025;0,025;0,353931;0,336798;0,975;;0,328931;0,311798;0,95
m1422;m1422;1289;1762;;0,025;0,025;0,025;0,351753;0,975;0,252834;;0,326753;0,95;0,227834
m1421;m1421;2476;4188;;0,025;0,025;0,025;0,975;0,613077;0,563567;;0,95;0,588077;0,538567
m1420;m1420;10210;19631;;0,025;0,025;0,025;0,454941;0,418347;0,975;;0,429941;0,393347;0,95
m1419;m1419;2338;4420;;0,025;0,025;0,025;0,975;0,503994;0,284247;;0,95;0,478994;0,259247
m1386;m1386;1707;3384;;0,025;0,025;0,025;0,975;0,361415;0,931763;;0,95;0,336415;0,906763
m1385;m1385;11132;20663;;0,025;0,025;0,025;0,975;0,312997;0,975;;0,95;0,287997;0,95
m1384;m1384;3820;7460;;0,025;0,025;0,025;0,956241;0,195205;0,975;;0,931241;0,170205;0,95
m1383;m1383;8722;31296;;0,025;0,025;0,025;0,975;0,241709;0,975;;0,95;0,216709;0,95
m1382;m1382;7006;14044;;0,025;0,025;0,025;0,975;0,283379;0,975;;0,95;0,258379;0,95
m1381;m1381;14225;28037;;0,025;0,025;0,025;0,975;0,449051;0,975;;0,95;0,424051;0,95
m1380;m1380;11926;20996;;0,025;0,025;0,025;0,975;0,386659;0,975;;0,95;0,361659;0,95
m1379;m1379;1018;1858;;0,025;0,025;0,025;0,974987;0,113092;0,975;;0,949987;0,088092;0,95
m1378;m1378;2059;3804;;0,025;0,025;0,025;0,975;0,151021;0,975;;0,95;0,126021;0,95
m1377;m1377;122010;205083;;0,025;0,025;0,025;0,975;0,237034;0,974997;;0,95;0,212034;0,949997
m1376;m1376;467;944;;0,025;0,025;0,025;0,975;0,171065;0,253;;0,95;0,146065;0,228
m1375;m1375;1694;3431;;0,025;0,025;0,025;0,827817;0,410352;0,975;;0,802817;0,385352;0,95
m1374;m1374;8080;15517;;0,025;0,025;0,025;0,382934;0,975;0,163539;;0,357934;0,95;0,138539
m1373;m1373;6098;11598;;0,025;0,025;0,025;0,468557;0,975;0,267043;;0,443557;0,95;0,242043
m1372;m1372;3366;6344;;0,025;0,025;0,025;0,746801;0,975;0,187233;;0,721801;0,95;0,162233
155;Table;14384;28764;;-0,938033;-0,774021;-0,694798;0,975495;0,147116;0,730715;;1,913528;0,921137;1,425513
154;Table;13929;27854;;-0,767397;-0,763362;-0,65273;0,762378;0,827363;0,295023;;1,529775;1,590725;0,947753
153;Table;13581;27158;;-0,589556;-0,788715;-0,491842;0,592619;0,816631;0,075932;;1,182175;1,605346;0,567774
152;Table;10543;21082;;-0,317883;-0,609381;-0,820078;0,326873;0,099841;0,826323;;0,644756;0,709222;1,646401
151;Table;12696;25388;;-0,668661;-0,495712;-0,670125;0,668657;0,101299;0,667809;;1,337318;0,597011;1,337934
150;Table;13579;27154;;-0,465275;-0,929452;-0,456739;0,46859;0,203658;0,476957;;0,933865;1,13311;0,933696
149;Table;13588;27172;;-0,985555;-0,515457;-0,988281;0,980304;0,081562;0,978427;;1,965859;0,597019;1,966708
148;Table;13375;26746;;-0,982826;-0,483853;-0,98635;0,98573;0,116774;0,982292;;1,968556;0,600627;1,968642
147;Table;13705;27406;;-0,806625;-0,611105;-0,817646;0,813267;0,121435;0,802281;;1,619892;0,73254;1,619927
146;Table;13714;27424;;-0,718292;-0,75512;-0,718408;0,717468;0,226254;0,717554;;1,43576;0,981374;1,435962
145;Table;13206;26408;;-0,632598;-0,787751;-0,632734;0,639463;0,188248;0,639301;;1,272061;0,975999;1,272035
144;Table;15082;30160;;-0,98317;-0,400061;-0,803651;0,99959;0,048795;0,807493;;1,98276;0,448856;1,611144
143;Table;9270;18536;;-0,981753;-0,276534;-0,49315;0,999881;0,034432;0,511519;;1,981634;0,310966;1,004669
142;Table;9802;19600;;-0,982931;-0,267201;-0,493251;0,999685;0,044393;0,511767;;1,982616;0,311594;1,005018
141;Table;13926;27848;;-0,840166;-0,550088;-0,126016;0,840314;0,542058;0,732109;;1,68048;1,092146;0,858125
220;Plier;4457;8910;;-0,75925;-0,065043;-0,876383;0,814122;0,078307;0,593642;;1,573372;0,14335;1,470025
m703;m703;588;1100;;0,025;0,025;0,025;0,0507601;0,120841;0,975;;0,0257601;0,095841;0,95
m702;m702;1005;2000;;0,025;0,025;0,025;0,123578;0,123578;0,975;;0,098578;0,098578;0,95
m701;m701;960;1900;;0,025;0,025;0,025;0,0440466;0,30701;0,975;;0,0190466;0,28201;0,95
m700;m700;800;1504;;0,025;0,025;0,025;0,418371;0,975;0,0977337;;0,393371;0,95;0,0727337
m699;m699;557;1112;;0,025;0,025;0,025;0,19693;0,196831;0,975;;0,17193;0,171831;0,95
m698;m698;3949;7507;;0,025;0,025;0,025;0,290328;0,975;0,107227;;0,265328;0,95;0,082227
m697;m697;526;1036;;0,025;0,025;0,025;0,203531;0,0650733;0,975;;0,178531;0,0400733;0,95
m696;m696;5548;11655;;0,025;0,025;0,025;0,297264;0,139376;0,975;;0,272264;0,114376;0,95
m695;m695;9880;19712;;0,025;0,025;0,025;0,0963649;0,26768;0,975;;0,0713649;0,24268;0,95
m694;m694;2903;5667;;0,025;0,025;0,025;0,325319;0,975;0,109;;0,300319;0,95;0,084
m693;m693;196;259;;0,025;0,025;0,025;0,110751;0,975;0,119326;;0,085751;0,95;0,094326
m692;m692;3694;12652;;0,025;0,025;0,025;0,17573;0,975;0,0964355;;0,15073;0,95;0,0714355
m691;m691;8583;16488;;0,025;0,025;0,025;0,115882;0,975;0,236604;;0,090882;0,95;0,211604
m690;m690;180;374;;0,025;0,025;0,025;0,155249;0,975;0,152246;;0,130249;0,95;0,127246
m689;m689;178;364;;0,025;0,025;0,025;0,887269;0,975;0,202834;;0,862269;0,95;0,177834
m688;m688;1977;3938;;0,025;0,025;0,025;0,11913;0,975;0,375814;;0,09413;0,95;0,350814
m687;m687;800;1504;;0,025;0,025;0,025;0,459071;0,975;0,11228;;0,434071;0,95;0,08728
m686;m686;879;1721;;0,025;0,025;0,025;0,975;0,10846;0,256575;;0,95;0,08346;0,231575
m685;m685;280;550;;0,025;0,025;0,025;0,187948;0,337259;0,975;;0,162948;0,312259;0,95
m684;m684;27919;55745;;0,025;0,025;0,025;0,975;0,520892;0,330532;;0,95;0,495892;0,305532
m683;m683;502;932;;0,025;0,025;0,025;0,190799;0,093371;0,975;;0,165799;0,068371;0,95
m682;m682;550;926;;0,025;0,025;0,025;0,975;0,090654;0,299704;;0,95;0,065654;0,274704
m681;m681;630;1160;;0,025;0,025;0,025;0,975;0,0865097;0,284788;;0,95;0,0615097;0,259788
m680;m680;2823;5500;;0,025;0,025;0,025;0,0608607;0,117672;0,975;;0,0358607;0,092672;0,95
m679;m679;2003;3774;;0,025;0,025;0,025;0,078136;0,243081;0,975;;0,053136;0,218081;0,95
m678;m678;1305;2216;;0,025;0,025;0,025;0,0662417;0,212036;0,975;;0,0412417;0,187036;0,95
m677;m677;3330;6623;;0,025;0,025;0,025;0,975;0,147214;0,0603323;;0,95;0,122214;0,0353323
m676;m676;485;910;;0,025;0,025;0,025;0,194667;0,269866;0,975;;0,169667;0,244866;0,95
m675;m675;438;640;;0,025;0,025;0,025;0,975;0,274906;0,114237;;0,95;0,249906;0,089237
m674;m674;7722;15199;;0,025;0,025;0,025;0,071835;0,254259;0,975;;0,046835;0,229259;0,95
m673;m673;2897;5958;;0,025;0,025;0,025;0,975;0,528626;0,164931;;0,95;0,503626;0,139931
m672;m672;140;252;;0,025;0,025;0,025;0,0686667;0,238619;0,975;;0,0436667;0,213619;0,95
m671;m671;1190;2302;;0,025;0,025;0,025;0,0754248;0,237805;0,975;;0,0504248;0,212805;0,95
m670;m670;3285;6538;;0,025;0,025;0,025;0,975;0,336501;0,0717944;;0,95;0,311501;0,0467944
m669;m669;1070;1832;;0,025;0,025;0,025;0,10005;0,164887;0,975;;0,07505;0,139887;0,95
m668;m668;1414;2538;;0,025;0,025;0,025;0,0952244;0,307539;0,975;;0,0702244;0,282539;0,95
m667;m667;767;1500;;0,025;0,025;0,025;0,115473;0,421568;0,975;;0,090473;0,396568;0,95
m666;m666;13440;26860;;0,025;0,025;0,025;0,975;0,69407;0,267973;;0,95;0,66907;0,242973
m665;m665;1847;3500;;0,025;0,025;0,025;0,184942;0,685913;0,975;;0,159942;0,6609131;0,95
m664;m664;4651;9270;;0,025;0,025;0,025;0,975;0,721188;0,199559;;0,95;0,696188;0,174559
m663;m663;502;922;;0,025;0,025;0,025;0,975;0,13951;0,558544;;0,95;0,11451;0,533544
m662;m662;460;828;;0,025;0,025;0,025;0,975;0,156909;0,960369;;0,95;0,131909;0,935369
m661;m661;370;668;;0,025;0,025;0,025;0,975;0,151189;0,54785;;0,95;0,126189;0,52285
m660;m660;1085;3260;;0,025;0,025;0,025;0,15705;0,526839;0,975;;0,13205;0,501839;0,95
m659;m659;1181;2291;;0,025;0,025;0,025;0,975;0,497961;0,165304;;0,95;0,472961;0,140304
m658;m658;293;560;;0,025;0,025;0,025;0,189951;0,617093;0,975;;0,164951;0,5920931;0,95
m657;m657;18283;36520;;0,025;0,025;0,025;0,230622;0,7468;0,975;;0,205622;0,7218;0,95
m656;m656;15763;31098;;0,025;0,025;0,025;0,1677;0,573957;0,975;;0,1427;0,548957;0,95
m655;m655;364;704;;0,025;0,025;0,025;0,148819;0,575499;0,975;;0,123819;0,550499;0,95
m654;m654;1064;2088;;0,025;0,025;0,025;0,975;0,555676;0,114499;;0,95;0,530676;0,089499
m653;m653;2162;4300;;0,025;0,025;0,025;0,975;0,466906;0,16723;;0,95;0,441906;0,14223
m652;m652;4950;10200;;0,025;0,025;0,025;0,194431;0,704267;0,975;;0,169431;0,679267;0,95
m651;m651;91;130;;0,025;0,025;0,025;0,268671;0,639117;0,975;;0,243671;0,614117;0,95
m650;m650;1460;2464;;0,025;0,025;0,025;0,975;0,660075;0,158238;;0,95;0,635075;0,133238
m649;m649;1094;1945;;0,025;0,025;0,025;0,975;0,68525;0,138763;;0,95;0,66025;0,113763
m648;m648;1238;2428;;0,025;0,025;0,025;0,975;0,613562;0,128121;;0,95;0,588562;0,103121
m647;m647;3645;6480;;0,025;0,025;0,025;0,563392;0,395156;0,975;;0,538392;0,370156;0,95
m646;m646;227;360;;0,025;0,025;0,025;0,667908;0,698324;0,975;;0,642908;0,673324;0,95
m645;m645;362;266;;0,025;0,025;0,025;0,635996;0,724688;0,975;;0,610996;0,699688;0,95
m644;m644;20116;39589;;0,025;0,025;0,025;0,575796;0,657836;0,975;;0,550796;0,632836;0,95
m643;m643;1331;2392;;0,025;0,025;0,025;0,678291;0,767262;0,975;;0,653291;0,742262;0,95
m642;m642;496;1104;;0,025;0,025;0,025;0,690816;0,806199;0,975;;0,665816;0,781199;0,95
m641;m641;1864;3600;;0,025;0,025;0,025;0,33061;0,1199;0,975;;0,30561;0,0949;0,95
m1575;m1575;47209;92176;;0,025;0,025;0,025;0,397204;0,472813;0,975;;0,372204;0,447813;0,95
m1574;m1574;3780;7402;;0,025;0,025;0,025;0,418847;0,460146;0,975;;0,393847;0,435146;0,95
m1573;m1573;1461;2788;;0,025;0,025;0,025;0,287592;0,322961;0,975;;0,262592;0,297961;0,95
m1572;m1572;9614;18340;;0,025;0,025;0,025;0,186122;0,265523;0,975;;0,161122;0,240523;0,95
m1571;m1571;12792;23350;;0,025;0,025;0,025;0,316926;0,413022;0,975;;0,291926;0,388022;0,95
m1486;m1486;5911;11230;;0,025;0,025;0,025;0,442566;0,396692;0,975;;0,417566;0,371692;0,95
m1485;m1485;6148;12263;;0,025;0,025;0,025;0,422203;0,460334;0,975;;0,397203;0,435334;0,95
m1484;m1484;118;180;;0,025;0,025;0,025;0,41663;0,556002;0,975;;0,39163;0,531002;0,95
m1483;m1483;46407;90616;;0,025;0,025;0,025;0,347864;0,546594;0,975;;0,322864;0,521594;0,95
m1482;m1482;15291;29064;;0,025;0,025;0,025;0,975;0,330779;0,591614;;0,95;0,305779;0,566614
