MeshName,Name,Class,Vertices,Faces,,Min X,Min Y,Min Z,Max X,Max Y,Max Z," ",Range X,Range Y,Range Z,Volume
PSB_604,PSB_604,lamp,5250,9757,,-1,-0.7661864,-0.4249802,1,0.6377937,-0.149564,,2,1.40398,0.2754162,0.7733577
PSB_104,PSB_104,quadruped animal,5250,10496,,-1,-0.6994689,-0.2655346,0.9999999,0.6051987,0.1773795,,2,1.304668,0.4429141,1.155711
PSB_1163,PSB_1163,winged vehicle aircraft,5250,6384,,-1,-0.7282461,0.02379739,0.8112779,0.9999999,0.5567067,,1.811278,1.728246,0.5329093,1.668184
PSB_304,PSB_304,head body part,5250,10105,,-1,-0.7132281,-0.2694584,1,0.9087657,0.4535934,,2,1.621994,0.7230518,2.345571
PSB_204,PSB_204,human,5250,10008,,-1,-0.5423441,-0.5832038,1,0.1513547,0.09601748,,2,0.6936988,0.6792213,0.9423499
PSB_1280,PSB_1280,winged vehicle aircraft,5250,9695,,-1,-0.5506883,-0.02833527,1,0.6461858,0.2084162,,2,1.196874,0.2367515,0.5667234
PSB_1421,PSB_1421,car vehicle,5250,9647,,-1,-0.7368816,-0.8074931,1,0.5049924,0.2804582,,2,1.241874,1.087951,2.702197
PSB_1516,PSB_1516,car vehicle,5250,10311,,-1,-0.3676969,-0.1461822,1,0.4679939,0.4127795,,2,0.8356908,0.5589617,0.9342383
PSB_1670,PSB_1670,sign,5250,8983,,-1,-0.8737705,-0.6746352,1,-0.3487651,-0.569786,,2,0.5250053,0.1048492,0.1100927
PSB_1477,PSB_1477,cycle vehicle,5250,9076,,-1,-0.6702008,-0.3157037,0.9999999,0.7000953,0.441548,,2,1.370296,0.7572517,2.075318
PSB_1330,PSB_1330,helicopter aircraft,5250,10425,,-1,-0.379114,-0.417436,1,0.2029246,0.0216434,,2,0.5820386,0.4390794,0.5111223
PSB_1137,PSB_1137,winged vehicle aircraft,5250,9583,,-1,-0.3308098,-0.149218,1,0.6121894,0.1753602,,2,0.9429992,0.3245782,0.612154
PSB_1551,PSB_1551,car vehicle,5250,8628,,-1,-0.4800426,-0.338926,0.9999999,0.4177091,0.1809045,,2,0.8977517,0.5198305,0.9333573
PSB_1211,PSB_1211,winged vehicle aircraft,5250,10207,,-0.8300542,-1,-0.09089339,1,0.772706,0.4150639,,1.830054,1.772706,0.5059572,1.6414
PSB_1172,PSB_1172,winged vehicle aircraft,5250,10000,,-1,-0.9983156,-0.4678343,0.9999999,0.554334,-0.08707529,,2,1.552649,0.380759,1.18237
PSB_993,PSB_993,plant,5250,9834,,-1,-0.3787575,-0.3980648,1,0.0527581,0.01318204,,2,0.4315156,0.4112468,0.3549189
PSB_893,PSB_893,table furniture,5250,10032,,-1,-0.666587,-0.6367291,0.7555562,1,0.3690662,,1.755556,1.666587,1.005795,2.942743
PSB_1267,PSB_1267,winged vehicle aircraft,5250,9476,,-0.9025752,-1,-0.2573451,0.9999999,0.7361134,0.06208956,,1.902575,1.736113,0.3194347,1.05512
PSB_493,PSB_493,liquid container,5250,10118,,-1,-0.8816199,-0.5495632,1,0.4361687,0.0991317,,2,1.317789,0.6486949,1.709686
PSB_693,PSB_693,blade,5250,9366,,-1,-0.4988699,-0.4970767,0.9999999,-0.3114659,-0.3247133,,2,0.187404,0.1723634,0.06460318
PSB_193,PSB_193,human,5250,7367,,-1,-0.6799271,-0.6391844,1,0.4113054,0.08625972,,2,1.091233,0.7254441,1.583256
PSB_393,PSB_393,building,5250,9831,,-0.9499384,-1,-0.4686056,0.9883792,1,0.9539539,,1.938318,2,1.422559,5.514744
PSB_293,PSB_293,head body part,5250,10282,,-0.5928642,-0.7604802,-1,0.9492557,0.9240247,1,,1.54212,1.684505,2,5.195417
PSB_1341,PSB_1341,balloon vehicle aircraft,5250,10450,,-1,-0.2848778,-0.2847899,0.9999999,0.4498899,0.4437976,,2,0.7347677,0.7285875,1.070685
PSB_1148,PSB_1148,winged vehicle aircraft,5250,7983,,-1,-0.9839225,-0.3433583,0.7958366,1,0.08703411,,1.795837,1.983922,0.4303924,1.533402
PSB_1801,PSB_1801,fireplace,5250,9132,,-1,-0.9238104,-0.4432706,0.9525988,1,0.2653209,,1.952599,1.92381,0.7085915,2.661774
PSB_1384,PSB_1384,winged vehicle aircraft,5250,10236,,-1,-0.8113909,-0.171607,0.9873642,1,0.1781169,,1.987364,1.811391,0.3497239,1.258969
PSB_1525,PSB_1525,car vehicle,5250,9855,,-1,-0.5538272,-0.3286039,1,0.3406248,0.386173,,2,0.894452,0.7147769,1.278667
PSB_1406,PSB_1406,winged vehicle aircraft,5250,6981,,-1,-0.8837346,-0.6538832,0.05350888,1,-0.2408153,,1.053509,1.883735,0.4130679,0.8197462
PSB_948,PSB_948,bed furniture,5250,10344,,-0.9414538,-1,-0.842511,0.9821763,0.7689555,1,,1.92363,1.768955,1.842511,6.269726
PSB_848,PSB_848,shelves furniture,5250,9703,,-1,-0.7439133,-0.3808036,1,0.5694494,0.5137968,,2,1.313363,0.8946004,2.349869
PSB_1560,PSB_1560,car vehicle,5250,10358,,-1,-0.6525251,-0.927625,1,0.6296589,0.446793,,2,1.282184,1.374418,3.524514
PSB_548,PSB_548,display device,5250,10159,,-1,-0.670146,-0.6588737,1,0.5430346,0.9326398,,2,1.213181,1.591513,3.861586
PSB_448,PSB_448,building,5250,9617,,-0.7917328,-1,-0.5533181,1,0.904803,0.9101437,,1.791733,1.904803,1.463462,4.994646
PSB_748,PSB_748,wheel,5250,10482,,-0.9961174,-1,-0.2357861,1,0.9972241,0.509015,,1.996117,1.997224,0.7448011,2.969294
PSB_648,PSB_648,gun,5250,10452,,-1,-0.7338447,-0.4630345,1,0.2977971,-0.2559171,,2,1.031642,0.2071174,0.427342
PSB_1220,PSB_1220,winged vehicle aircraft,5250,10476,,-1,-0.8971191,-0.318605,1,0.4773874,0.09511423,,2,1.374506,0.4137192,1.13732
PSB_148,PSB_148,human,5250,9875,,-1,-0.433508,-0.1504772,1,0.6537327,0.3395551,,2,1.087241,0.4900323,1.065566
PSB_348,PSB_348,head body part,5250,10260,,-1,-0.8017463,-0.7594023,1,0.7826035,0.4063635,,2,1.58435,1.165766,3.693962
PSB_248,PSB_248,human,5250,10042,,-0.8294111,-1,-0.2786629,1,0.7150153,0.005023003,,1.829411,1.715015,0.2836859,0.8900554
PSB_1655,PSB_1655,city,5250,4390,,-1,-0.749298,-0.3491795,1,0.7118249,0.3274901,,2,1.461123,0.6766696,1.977395
PSB_1315,PSB_1315,helicopter aircraft,5250,10208,,-0.7321229,-1,-0.1527093,0.8649035,1,0.2201149,,1.597026,2,0.3728242,1.19082
PSB_1698,PSB_1698,chest,5250,10366,,-0.9171433,-1,-0.568072,0.9999999,0.5769037,0.9794421,,1.917143,1.576904,1.547514,4.678368
PSB_1276,PSB_1276,winged vehicle aircraft,5250,9068,,-1,-0.4064735,-0.04032189,0.9999999,0.4602771,0.1206763,,2,0.8667506,0.1609982,0.2790906
PSB_1350,PSB_1350,balloon vehicle aircraft,5250,10112,,-1,-0.4071525,-0.5448987,0.9999999,0.1982692,0.009135365,,2,0.6054217,0.5540341,0.6708485
PSB_1157,PSB_1157,winged vehicle aircraft,5250,9680,,-1,-0.8780125,-0.2907797,1,0.5152352,0.02044523,,2,1.393248,0.3112249,0.8672268
PSB_1810,PSB_1810,sink,5250,9554,,-1,-0.5402454,-0.3308409,1,0.7916589,0.412132,,2,1.331904,0.7429729,1.979137
PSB_1393,PSB_1393,winged vehicle aircraft,5250,9354,,-1,-0.465291,-0.0382154,0.9999999,0.8828357,0.6377767,,2,1.348127,0.6759921,1.822646
PSB_1629,PSB_1629,hat,5250,10213,,-1,-0.7510129,-0.2813222,0.9999999,0.7339638,0.3239967,,2,1.484977,0.6053189,1.797769
PSB_1703,PSB_1703,chest,5250,10457,,-1,-0.8801998,-0.6989161,0.9857869,1,0.7678381,,1.985787,1.8802,1.466754,5.476385
PSB_1664,PSB_1664,city,5250,8743,,-0.9345443,-1,-0.5846138,1,0.6259538,0.1202869,,1.934544,1.625954,0.7049007,2.217251
PSB_1324,PSB_1324,helicopter aircraft,5250,6599,,-0.9333687,-0.356927,-1,0.8162608,0.5150421,1,,1.749629,0.8719691,2,3.051246
PSB_1545,PSB_1545,car vehicle,5250,8195,,-1,-0.5095425,-0.2899635,1,0.385173,0.2416679,,2,0.8947155,0.5316314,0.9513178
PSB_1205,PSB_1205,winged vehicle aircraft,5250,9926,,-0.9962767,-1,-0.3683808,1,0.5736954,-0.0107466,,1.996277,1.573695,0.3576342,1.123519
PSB_1588,PSB_1588,car vehicle,5250,9399,,-1,-0.27588,-0.3114962,1,0.6073695,0.2106959,,2,0.8832495,0.5221921,0.9224519
PSB_942,PSB_942,table furniture,5250,10400,,-1,-0.9978392,-0.6043324,0.9962991,1,0.40081,,1.996299,1.997839,1.005142,4.008794
PSB_542,PSB_542,liquid container,5250,10433,,-0.9451407,-1,-0.6565372,1,0.9912748,0.6417273,,1.945141,1.991275,1.298265,5.028581
PSB_742,PSB_742,wheel,5250,10496,,-0.98096,-1,-0.1886574,1,0.9802377,0.1847571,,1.98096,1.980238,0.3734145,1.46482
PSB_642,PSB_642,musical instrument,5250,8844,,-0.6190451,-0.7185423,-1,1,0.4958965,0.6510699,,1.619045,1.214439,1.65107,3.246385
PSB_142,PSB_142,human,5250,5609,,-1,-0.6247246,-0.3337629,1,0.5034052,0.07530475,,2,1.12813,0.4090677,0.9229628
PSB_342,PSB_342,head body part,5250,9693,,-0.9505265,-0.798403,-1,1,0.5336795,0.6999404,,1.950526,1.332083,1.69994,4.416891
PSB_242,PSB_242,human,5250,9293,,-0.8766476,-1,-0.5066904,1,0.6653414,0.2647657,,1.876648,1.665341,0.7714561,2.411
PSB_93,PSB_93,quadruped animal,5250,10408,,-1,-0.5682136,-0.2433223,0.9999999,0.7485485,0.2887717,,2,1.316762,0.532094,1.401282
PSB_83,PSB_83,snake animal,5250,10412,,-1,-0.8090501,-0.7289317,1,0.5280991,0.4902865,,2,1.337149,1.219218,3.260553
PSB_53,PSB_53,underwater creature animal,5250,9637,,-1,-0.6025465,-0.3560688,0.9999999,0.07506073,-0.09872353,,2,0.6776072,0.2573453,0.348758
PSB_1031,PSB_1031,plant,5250,9092,,-1,-0.841507,-0.6032935,0.7181528,0.9999999,0.5420896,,1.718153,1.841507,1.145383,3.623981
PSB_43,PSB_43,flying creature animal,5250,10322,,-0.7470627,-1,-0.3371845,1,0.9788888,0.3921361,,1.747063,1.978889,0.7293206,2.521438
PSB_73,PSB_73,underwater creature animal,5250,10462,,-1,-0.5117223,-0.3889059,0.9999999,0.6738596,0.3230472,,2,1.185582,0.7119531,1.688157
PSB_63,PSB_63,underwater creature animal,5250,10057,,-0.8882121,-1,-0.967127,1,0.2611288,0.4562814,,1.888212,1.261129,1.423408,3.389532
PSB_1638,PSB_1638,hat,5250,10498,,-1,-0.8048207,-0.4000556,1,0.8051227,0.5680716,,2,1.609943,0.9681272,3.11726
PSB_13,PSB_13,arthropod animal,5250,8771,,-1,-0.3804889,-0.09342778,1,0.7731588,0.2614486,,2,1.153648,0.3548764,0.8188046
PSB_33,PSB_33,flying creature animal,5250,10376,,-0.6277402,-1,-0.4633074,0.9999999,0.6796428,0.6280925,,1.62774,1.679643,1.0914,2.983911
PSB_23,PSB_23,arthropod animal,5250,10452,,-1,-0.6516464,-0.6152909,1,0.3050543,0.1730208,,2,0.9567007,0.7883117,1.508357
PSB_1712,PSB_1712,door,5250,10520,,-1,-0.2751814,0.1080492,0.9999999,0.8092269,0.2414542,,2,1.084408,0.133405,0.289331
PSB_1519,PSB_1519,car vehicle,5250,9791,,-1,-0.414919,-0.2827418,0.9999999,0.3261348,0.2472675,,2,0.7410538,0.5300093,0.7855308
PSB_955,PSB_955,cabinet furniture,5250,10290,,-1,-0.957399,-0.4745661,0.9685717,0.9999999,0.6408436,,1.968572,1.957399,1.11541,4.297986
PSB_855,PSB_855,shelves furniture,5250,9916,,-1,-0.9537562,-0.4013757,1,0.8789216,0.589859,,2,1.832678,0.9912347,3.633228
PSB_555,PSB_555,display device,5250,10121,,-1,-0.7549039,-0.7616429,0.5527297,0.481907,1,,1.55273,1.236811,1.761643,3.383117
PSB_455,PSB_455,building,5250,9816,,-1,-0.8032085,-0.6591104,1,0.5879189,0.3813384,,2,1.391127,1.040449,2.894794
PSB_655,PSB_655,gun,5250,10476,,-1,-0.5578299,-0.1335734,1,0.3633716,0.09905303,,2,0.9212015,0.2326264,0.4285917
PSB_921,PSB_921,table furniture,5250,10219,,-0.9999882,-1,-0.2811133,0.9997499,0.9999999,0.6546162,,1.999738,2,0.9357295,3.742428
PSB_155,PSB_155,human,5250,10496,,-1,-0.455162,-0.141629,1,0.5640154,0.2496961,,2,1.019177,0.3913251,0.7976595
PSB_1673,PSB_1673,sign,5250,9679,,-1,-0.5734018,-0.4457055,0.9999999,-0.1930503,-0.3339608,,2,0.3803515,0.1117447,0.08500453
PSB_355,PSB_355,head body part,5250,10496,,-1,-0.825375,-0.6969448,1,0.6321846,0.4486359,,2,1.45756,1.145581,3.339504
PSB_521,PSB_521,liquid container,5250,4808,,-0.8319464,-0.7657331,-1,1,0.8282458,0.7680782,,1.831946,1.593979,1.768078,5.162937
PSB_255,PSB_255,human,5250,9961,,-0.9110467,-1,-0.2144246,1,0.8493118,0.09517646,,1.911047,1.849312,0.3096011,1.094168
PSB_421,PSB_421,building,5250,8401,,-1,-0.5888296,-0.3710895,0.9999999,0.5961404,0.2720112,,2,1.18497,0.6431007,1.52411
PSB_721,PSB_721,blade,5250,10480,,-1,0.3694446,0.4471107,0.9999999,0.6986188,0.6134632,,2,0.3291742,0.1663525,0.1095179
PSB_621,PSB_621,lamp,5250,10382,,-1,-0.6312208,-0.6338964,1,-0.3197638,-0.3245121,,2,0.311457,0.3093843,0.1927198
PSB_121,PSB_121,human,5250,10108,,-1,-0.3819742,-0.2450123,1,0.2518878,0.04345417,,2,0.633862,0.2884665,0.3656959
PSB_1333,PSB_1333,helicopter aircraft,5250,10133,,-1,-0.9688396,-0.5095898,1,0.58832,0.002231121,,2,1.55716,0.5118209,1.593974
PSB_321,PSB_321,head body part,5250,9889,,-1,-0.724712,-0.4391754,1,0.7816981,0.5070931,,2,1.50641,0.9462684,2.850937
PSB_221,PSB_221,human,5250,10442,,-0.8032436,-1,-0.3020037,1,0.7088376,0.02816772,,1.803244,1.708838,0.3301714,1.017407
PSB_1768,PSB_1768,display device,5250,7886,,-0.7136265,-1,-0.8283565,1,0.6182392,0.9635038,,1.713627,1.618239,1.79186,4.968932
PSB_1649,PSB_1649,city,5250,6554,,-1,-0.3659116,-0.4806056,0.5160618,0.9999999,0.5106331,,1.516062,1.365911,0.9912387,2.052663
PSB_1309,PSB_1309,helicopter aircraft,5250,9339,,-1,-0.5945064,-0.9353694,0.9999999,0.05401123,0.2864498,,2,0.6485176,1.221819,1.584742
PSB_934,PSB_934,table furniture,5250,10480,,-1,-0.7365533,-0.6290269,0.7996254,0.7366482,1,,1.799625,1.473202,1.629027,4.318894
PSB_534,PSB_534,liquid container,5250,10498,,-1,-0.6873835,-0.6935751,1,0.601597,0.5918595,,2,1.28898,1.285435,3.3138
PSB_434,PSB_434,building,5250,10105,,-0.9980144,-1,-0.8200675,1,0.9073637,0.3589181,,1.998014,1.907364,1.178986,4.493043
PSB_734,PSB_734,wheel,5250,8881,,-1,-0.9956675,-0.1802372,0.9944482,0.9999999,0.1985729,,1.994448,1.995667,0.3788101,1.507761
PSB_634,PSB_634,musical instrument,5250,9682,,-1,-0.2186125,-0.00383538,0.9999999,0.4487783,0.1330513,,2,0.6673908,0.1368867,0.1827138
PSB_980,PSB_980,plant,5250,9473,,-1,-0.9845644,-0.9532991,1,-0.1231851,-0.156913,,2,0.8613793,0.7963861,1.371981
PSB_880,PSB_880,table furniture,5250,10179,,-1,-0.507917,-0.1655908,1,0.4428785,0.2884668,,2,0.9507955,0.4540576,0.8634319
PSB_134,PSB_134,human,5250,9530,,-1,-0.7714267,-0.6778407,1,-0.3202484,-0.3126059,,2,0.4511783,0.3652348,0.3295721
PSB_334,PSB_334,hand body part,5250,10476,,-1,-0.7238227,-0.2747902,0.9176545,0.9999999,0.3352182,,1.917655,1.723823,0.6100084,2.016502
PSB_234,PSB_234,human,5250,10224,,-1,-0.9827953,-0.305395,1,0.7238233,0.03586543,,2,1.706619,0.3412604,1.164803
PSB_480,PSB_480,building,5250,10064,,-1,-0.7701144,-0.6314442,0.9999999,0.1112314,0.04166436,,2,0.8813458,0.6731086,1.186483
PSB_680,PSB_680,gun,5250,10292,,-1,-0.3300779,-0.2771973,1,-0.1516446,-0.2143055,,2,0.1784333,0.0628918,0.02244398
PSB_180,PSB_180,human,5250,9844,,-1,-0.3998118,-0.2512965,1,0.1749383,0.05784154,,2,0.5747501,0.309138,0.3553542
PSB_380,PSB_380,head body part,5250,10003,,-1,-0.9735416,-0.7983131,1,0.5401552,0.6941209,,2,1.513697,1.492434,4.518185
PSB_280,PSB_280,underwater creature animal,5250,10100,,-1,-0.9065513,-0.3576207,1,0.6345897,0.08292007,,2,1.541141,0.4405408,1.357871
PSB_1344,PSB_1344,balloon vehicle aircraft,5250,9904,,-1,-0.6369884,-0.633335,0.9999999,0.7303188,0.7356803,,2,1.367307,1.369015,3.743728
PSB_1387,PSB_1387,winged vehicle aircraft,5250,10496,,-1,-0.9956052,-0.2521135,1,0.9940373,0.2971755,,2,1.989642,0.549289,2.185777
PSB_1721,PSB_1721,door,5250,10514,,-1,-0.8030578,-0.3582343,0.9999999,0.9544064,-0.1418942,,2,1.757464,0.2163401,0.7604198
PSB_1016,PSB_1016,plant,5250,7806,,-0.7129403,-0.8925016,-1,1,0.357214,0.1826389,,1.71294,1.249716,1.182639,2.531661
PSB_1170,PSB_1170,winged vehicle aircraft,5250,8936,,-1,-0.7744427,-0.5362899,1,0.3561496,-0.05444062,,2,1.130592,0.4818493,1.08955
PSB_1777,PSB_1777,display device,5250,10418,,-1,-0.6181079,-0.7001448,1,0.875683,0.7306877,,2,1.493791,1.430833,4.274729
PSB_1051,PSB_1051,plant,5250,3540,,-0.9952437,-1,-0.790147,1,0.8794665,0.6112676,,1.995244,1.879467,1.401415,5.255296
PSB_1094,PSB_1094,plant,5250,7080,,-0.8659247,-1,-0.9638505,0.9999999,-0.001726151,0.03575242,,1.865925,0.9982738,0.9996029,1.861964
PSB_1318,PSB_1318,helicopter aircraft,5250,10070,,-0.9237795,-1,-0.4200778,1,0.3961897,-0.09446532,,1.923779,1.39619,0.3256125,0.8745825
PSB_1404,PSB_1404,winged vehicle aircraft,5250,7222,,-1,-0.7461255,-0.5740647,1,0.5037123,0.2912118,,2,1.249838,0.8652765,2.16291
PSB_1025,PSB_1025,plant,5250,8045,,-0.9028543,-1,-0.8161403,0.8935965,1,0.706419,,1.796451,2,1.522559,5.470406
PSB_1482,PSB_1482,cycle vehicle,5250,8937,,-1,-0.4467007,-0.3853656,1,0.7554713,0.2513659,,2,1.202172,0.6367315,1.530922
PSB_1706,PSB_1706,door,5250,10085,,-1,-0.6649697,-0.1815734,1,0.9995365,-0.1027291,,2,1.664506,0.07884431,0.2624737
PSB_978,PSB_978,plant,5250,7983,,-1,-0.8687409,-0.8270189,0.9999999,0.0481087,0.07493663,,2,0.9168496,0.9019555,1.653915
PSB_878,PSB_878,table furniture,5250,10179,,-0.8480835,-0.8266612,-1,1,0.9077656,0.9791406,,1.848083,1.734427,1.979141,6.343869
PSB_1060,PSB_1060,plant,5250,8879,,-0.5873073,-1,-0.2682005,0.9584824,1,0.9890867,,1.54579,2,1.257287,3.887003
PSB_578,PSB_578,microchip,5250,9416,,-1,-0.3848949,-0.1919994,1,0.5582479,0.51298,,2,0.9431428,0.7049794,1.329793
PSB_478,PSB_478,building,5250,9476,,-1,-0.8449608,-0.07136387,1,0.8388298,0.228511,,2,1.683791,0.2998749,1.009853
PSB_678,PSB_678,gun,5250,9752,,-1,-0.09515411,-0.00727284,1,0.3232093,0.07820785,,2,0.4183634,0.08548069,0.07152398
PSB_178,PSB_178,human,5250,10496,,-1,-0.2985471,-0.1261566,1,0.3690569,0.2087666,,2,0.667604,0.3349232,0.4471921
PSB_378,PSB_378,head body part,5250,10343,,-1,-0.878978,-0.7592501,1,0.5738662,0.3246579,,2,1.452844,1.083908,3.149499
PSB_278,PSB_278,underwater creature animal,5250,10448,,-0.9989219,-1,-0.1394211,0.9709916,1,0.2232443,,1.969913,2,0.3626654,1.428839
PSB_1155,PSB_1155,winged vehicle aircraft,5250,9662,,-0.9306083,-1,-0.3416863,1,0.5731685,0.04785693,,1.930608,1.573169,0.3895432,1.18311
PSB_1198,PSB_1198,winged vehicle aircraft,5250,10010,,-1,-0.7052822,-0.1332415,1,0.6348952,0.314208,,2,1.340177,0.4474495,1.199323
LDB_17,LDB_17,human,5250,10496,,-1,-0.659656,-0.3872932,0.9999999,0.4703205,0.2950984,,2,1.129977,0.6823916,1.542173
PSB_1532,PSB_1532,car vehicle,5250,9696,,-1,-0.4353986,-0.2492757,1,0.4568295,0.5410284,,2,0.8922281,0.7903041,1.410263
PSB_1413,PSB_1413,car vehicle,5250,10224,,-1,-0.508527,-0.3774107,1,0.4377872,0.4371924,,2,0.9463142,0.8146031,1.541741
PSB_1034,PSB_1034,plant,5250,10232,,-1,-0.1731862,-0.2147873,0.9999999,0.7240824,0.6037666,,2,0.8972686,0.8185539,1.468925
PSB_1469,PSB_1469,sea vessel,5250,9980,,-1,-0.5528233,-0.4513603,1,-0.04752719,-0.231231,,2,0.5052961,0.2201293,0.2224609
PSB_1129,PSB_1129,winged vehicle aircraft,5250,10016,,-0.4375037,-1,-0.3196124,0.9883744,1,0.27678,,1.425878,2,0.5963924,1.700766
PSB_1543,PSB_1543,car vehicle,5250,9665,,-1,-0.5504779,-0.4016583,1,0.3563135,0.1593039,,2,0.9067914,0.5609622,1.017352
PSB_1203,PSB_1203,winged vehicle aircraft,5250,10466,,-1,-0.6866413,-0.4999559,1,0.2739097,0.02310753,,2,0.960551,0.5230634,1.004858
PSB_1586,PSB_1586,car vehicle,5250,10041,,-1,-0.5745313,-0.6057881,1,0.06083548,0.190394,,2,0.6353668,0.7961821,1.011735
PSB_1164,PSB_1164,winged vehicle aircraft,5250,9534,,-0.9985519,-1,-0.1811073,1,0.8203334,0.2403436,,1.998552,1.820333,0.4214509,1.533251
PSB_1281,PSB_1281,winged vehicle aircraft,5250,10080,,-1,-0.3805666,-0.06481057,0.9999999,0.7647191,0.1169933,,2,1.145286,0.1818039,0.4164347
PSB_1422,PSB_1422,car vehicle,5250,9110,,-1,-0.5304222,-0.2778751,1,0.1762319,0.2063133,,2,0.7066541,0.4841884,0.6843075
PSB_972,PSB_972,plant,5250,4306,,-1,-0.6054132,-0.8059137,1,0.6101574,0.4469413,,2,1.215571,1.252855,3.045867
PSB_872,PSB_872,table furniture,5250,10442,,-1,-0.443948,-0.2309619,1,0.4442986,0.4987859,,2,0.8882466,0.7297478,1.296392
PSB_572,PSB_572,display device,5250,10347,,-1,-0.7190439,-0.6455718,0.9999999,0.3605034,0.2810497,,2,1.079547,0.9266216,2.000664
PSB_472,PSB_472,building,5250,10488,,-1,-0.4806507,-0.4807115,1,0.4501791,0.4619845,,2,0.9308298,0.942696,1.754979
PSB_672,PSB_672,gun,5250,10472,,-1,-0.2039005,-0.09007084,1,0.2647381,0.002783298,,2,0.4686386,0.09285414,0.08703007
PSB_172,PSB_172,human,5250,10414,,-1,-0.6117188,-0.4585371,1,-0.0008256435,-0.1697301,,2,0.6108931,0.288807,0.3528604
PSB_1517,PSB_1517,car vehicle,5250,9883,,-1,-0.5001713,-0.3099779,0.9999999,0.3706616,0.3250725,,2,0.8708329,0.6350504,1.106046
PSB_372,PSB_372,torso body part,5250,10496,,-1,-0.4989781,-0.398567,1,0.4755353,0.3385068,,2,0.9745134,0.7370738,1.436577
PSB_272,PSB_272,trex biped,5250,10249,,-1,-0.9677439,-0.6229167,1,-0.069812,-0.2250623,,2,0.8979319,0.3978544,0.7144923
PSB_1671,PSB_1671,sign,5250,8852,,-1,-0.6840044,-0.4334125,1,-0.03865397,-0.3017442,,2,0.6453505,0.1316683,0.1699444
PSB_1478,PSB_1478,cycle vehicle,5250,8906,,-1,-0.5957324,-0.1034948,0.9999999,0.9032761,0.3094655,,2,1.499008,0.4129603,1.238062
PSB_1331,PSB_1331,helicopter aircraft,5250,10226,,-1,-0.5382515,-0.8323587,0.9999999,0.1243622,0.5578524,,2,0.6626137,1.390211,1.842346
PSB_1138,PSB_1138,winged vehicle aircraft,5250,9330,,-0.7838539,-1,-0.3964924,1,0.7123591,0.283659,,1.783854,1.712359,0.6801514,2.077589
PSB_1552,PSB_1552,car vehicle,5250,10473,,-1,-0.4756578,-0.292209,0.9999999,0.35329,0.3384126,,2,0.8289478,0.6306216,1.045505
PSB_1212,PSB_1212,winged vehicle aircraft,5250,9499,,-1,-0.4958469,-0.007180929,1,0.7792838,0.5982611,,2,1.275131,0.605442,1.544036
PSB_1019,PSB_1019,plant,5250,5041,,-1,-0.9234458,-0.8466285,1,0.8773652,0.754429,,2,1.800811,1.601058,5.766404
PSB_905,PSB_905,table furniture,5250,9908,,-1,-0.9789057,-0.3781344,0.9665455,1,0.8374507,,1.966546,1.978906,1.215585,4.730581
PSB_505,PSB_505,liquid container,5250,10491,,-1,-0.8964541,-0.5795009,1,0.8771168,0.5570024,,2,1.773571,1.136503,4.031339
PSB_405,PSB_405,building,5250,10046,,-0.9950326,-1,-0.893591,0.9999999,0.9423651,0.7270889,,1.995033,1.942365,1.62068,6.280267
PSB_705,PSB_705,blade,5250,10448,,0.05520916,-1,0.4457586,0.9794799,1,0.5913002,,0.9242707,2,0.1455416,0.2690397
PSB_605,PSB_605,lamp,5250,10157,,-1,-0.5655622,-0.6908409,1,0.1897253,0.1552694,,2,0.7552875,0.8461103,1.278113
PSB_105,PSB_105,quadruped animal,5250,10455,,-1,-0.6605442,-0.2050427,0.9999999,0.7858068,0.2263442,,2,1.446351,0.4313869,1.247874
PSB_1173,PSB_1173,winged vehicle aircraft,5250,10077,,-1,-0.6750679,-0.03198713,0.9999999,0.9460506,0.465708,,2,1.621119,0.4976951,1.613645
PSB_305,PSB_305,head body part,5250,10173,,-1,-0.6350096,-0.3820261,0.9999999,0.563639,0.3424433,,2,1.198649,0.7244694,1.736768
PSB_205,PSB_205,human,5250,10412,,-1,-0.1944616,-0.0608483,1,0.5747803,0.4969587,,2,0.7692419,0.557807,0.8581771
PSB_1290,PSB_1290,winged vehicle aircraft,5250,9588,,-1,-0.3819687,-0.0518319,1,0.6279554,0.1552799,,2,1.009924,0.2071118,0.4183344
PSB_1268,PSB_1268,winged vehicle aircraft,5250,10075,,-0.3989558,-1,-0.05582136,0.7630386,1,0.1238573,,1.161994,2,0.1796786,0.4175712
PSB_1342,PSB_1342,balloon vehicle aircraft,5250,10295,,-1,-0.7884362,-0.7858032,1,0.4366043,0.4435278,,2,1.22504,1.229331,3.011961
PSB_1149,PSB_1149,winged vehicle aircraft,5250,10368,,-1,-0.6301136,0.02757406,1,0.9299937,0.4843059,,2,1.560107,0.4567318,1.425101
PSB_1802,PSB_1802,fireplace,5250,10186,,-1,-0.9940708,-0.2405884,1,0.9774175,0.5103599,,2,1.971488,0.7509483,2.960972
PSB_1385,PSB_1385,winged vehicle aircraft,5250,9454,,-1,-0.9973725,-0.1896666,0.9973577,1,0.4189306,,1.997358,1.997373,0.6085972,2.427979
PSB_1526,PSB_1526,car vehicle,5250,10424,,-1,-0.4241973,-0.2139788,1,0.4300615,0.3403183,,2,0.8542588,0.5542971,0.9470263
